Course code,Study period,Academic year,Instance_id,Examiner,Planned number of Students,Senior Hours,Assistant Hours
1184,4.0,2013-2014,I-3059,19580218-0007,50,260,300
1119,3.0,2013-2014,I-3060,19640414-0013,40,240,200
1246,3.0,2013-2014,I-3061,19590129-0004,20,240,280
1192,2.0,2013-2014,I-3062,19640414-0013,60,240,240
1180,2.0,2013-2014,I-3063,19610623-0005,40,240,420
1177,2.0,2013-2014,I-3064,19660630-0020,40,240,300
1252,2.0,2013-2014,I-3065,19650303-0019,20,240,360
1220,1.0,2013-2014,I-3066,19690408-0009,60,280,280
1175,4.0,2013-2014,I-3067,19640414-0013,60,240,360
1080,1.0,2013-2014,I-3068,19560612-0010,40,260,420
1077,1.0,2013-2014,I-3069,19580218-0007,40,280,360
1284,4.0,2014-2015,I-3070,19590129-0004,60,260,300
1213,4.0,2014-2015,I-3071,19560705-0025,60,240,280
1122,2.0,2014-2015,I-3072,19580515-0017,20,260,280
1052,4.0,2014-2015,I-3073,19690408-0009,50,280,300
1207,3.0,2014-2015,I-3074,19560612-0010,20,280,420
1197,2.0,2014-2015,I-3075,19610918-0027,50,260,280
1167,4.0,2014-2015,I-3076,19660630-0020,60,260,280
1154,2.0,2014-2015,I-3077,19570828-0008,20,260,300
1128,4.0,2014-2015,I-3078,19570828-0008,40,240,240
1145,4.0,2015-2016,I-3079,19601021-0018,40,240,280
1061,3.0,2015-2016,I-3080,19570826-0012,40,280,240
1147,1.0,2015-2016,I-3081,19590129-0004,20,260,240
1128,4.0,2015-2016,I-3082,19560812-0016,50,240,200
1207,2.0,2015-2016,I-3083,19630126-0001,20,240,240
1188,4.0,2015-2016,I-3084,19600529-0021,40,240,360
1120,1.0,2015-2016,I-3085,19580515-0017,50,260,200
1103,2.0,2015-2016,I-3086,19601021-0018,40,240,200
1229,1.0,2016-2017,I-3087,19650303-0019,40,280,240
1036,1.0,2016-2017,I-3088,19570615-0011,20,260,240
1203,4.0,2016-2017,I-3089,19620831-0024,50,280,200
1095,3.0,2016-2017,I-3090,19601021-0018,40,260,300
1265,3.0,2016-2017,I-3091,19611219-0014,50,260,360
1165,1.0,2016-2017,I-3092,19620522-0023,50,240,200
1125,1.0,2016-2017,I-3093,19640220-0029,40,260,240
1052,1.0,2016-2017,I-3094,19561222-0030,60,260,300
1022,2.0,2016-2017,I-3095,19660630-0020,60,260,360
1003,2.0,2016-2017,I-3096,19610918-0027,40,240,240
1011,1.0,2017-2018,I-3097,19690408-0009,50,260,200
1172,3.0,2017-2018,I-3098,19690408-0009,50,240,420
1095,1.0,2017-2018,I-3099,19611219-0014,60,240,420
1277,4.0,2017-2018,I-3100,19580218-0007,50,240,360
1188,2.0,2017-2018,I-3101,19580218-0007,60,240,300
1126,4.0,2017-2018,I-3102,19680712-0028,20,260,300
1066,3.0,2017-2018,I-3103,19620522-0023,20,240,420
1042,1.0,2017-2018,I-3104,19610623-0005,40,260,360
1006,2.0,2017-2018,I-3105,19680712-0028,60,240,360
1178,2.0,2018-2019,I-3106,19620522-0023,50,240,200
1144,4.0,2018-2019,I-3107,19620522-0023,40,240,360
1283,1.0,2018-2019,I-3108,19601021-0018,50,280,360
1191,2.0,2018-2019,I-3109,19640220-0029,50,240,240
1288,2.0,2018-2019,I-3110,19611219-0014,40,280,200
1242,3.0,2018-2019,I-3111,19580218-0007,60,280,240
1231,3.0,2018-2019,I-3112,19600814-0002,50,240,240
1183,1.0,2018-2019,I-3113,19600905-0003,20,280,280
1161,4.0,2018-2019,I-3114,19630126-0001,50,240,360
1114,3.0,2018-2019,I-3115,19580218-0007,50,260,200
1119,4.0,2019-2020,I-3116,19570826-0012,20,280,300
1299,1.0,2019-2020,I-3117,19600905-0003,40,260,200
1067,3.0,2019-2020,I-3118,19570826-0012,20,260,280
1279,3.0,2019-2020,I-3119,19580218-0007,20,280,200
1244,1.0,2019-2020,I-3120,19600905-0003,50,240,420
1149,4.0,2019-2020,I-3121,19560705-0025,40,240,240
1010,3.0,2019-2020,I-3122,19620831-0024,60,240,200
1221,2.0,2020-2021,I-3123,19600529-0021,50,240,240
1197,4.0,2020-2021,I-3124,19620522-0023,50,260,420
1038,3.0,2020-2021,I-3125,19570826-0012,60,280,240
1285,3.0,2020-2021,I-3126,19570826-0012,40,260,300
1243,3.0,2020-2021,I-3127,19580515-0017,60,260,280
1179,2.0,2020-2021,I-3128,19560612-0010,20,260,360
1029,1.0,2020-2021,I-3129,19600905-0003,50,260,420
1021,1.0,2020-2021,I-3130,19690917-0022,50,260,240
1246,4.0,2021-2022,I-3131,19580218-0007,60,280,280
1267,4.0,2021-2022,I-3132,19561222-0030,20,240,360
1181,1.0,2021-2022,I-3133,19640414-0013,40,240,360
1084,4.0,2021-2022,I-3134,19620831-0024,20,280,240
1025,2.0,2021-2022,I-3135,19690513-0015,50,240,200
1254,4.0,2021-2022,I-3136,19660630-0020,20,240,280
1222,4.0,2021-2022,I-3137,19601021-0018,40,260,200
1150,4.0,2021-2022,I-3138,19620831-0024,40,240,280
1056,2.0,2021-2022,I-3139,19640220-0029,50,280,200
1015,1.0,2021-2022,I-3140,19600814-0002,50,280,420
1123,2.0,2022-2023,I-3141,19561222-0030,50,260,280
1202,2.0,2022-2023,I-3142,19620522-0023,20,280,360
1168,3.0,2022-2023,I-3143,19640220-0029,40,260,280
1295,1.0,2022-2023,I-3144,19620522-0023,50,280,280
1207,3.0,2022-2023,I-3145,19560612-0010,40,260,280
1208,3.0,2022-2023,I-3146,19620424-0026,40,280,200
1102,2.0,2022-2023,I-3147,19640220-0029,20,280,300
1201,3.0,2023-2024,I-3148,19640414-0013,50,260,420
1015,1.0,2023-2024,I-3149,19650303-0019,40,280,200
1270,4.0,2023-2024,I-3150,19600905-0003,20,280,420
1260,3.0,2023-2024,I-3151,19600814-0002,50,260,280
1231,3.0,2023-2024,I-3152,19601021-0018,40,280,200
1249,3.0,2023-2024,I-3153,19640220-0029,60,280,360
1212,2.0,2023-2024,I-3154,19560812-0016,20,240,300
1189,4.0,2023-2024,I-3155,19600814-0002,40,280,420
1154,1.0,2023-2024,I-3156,19600529-0021,40,240,420
1021,1.0,2023-2024,I-3157,19690917-0022,40,240,300
1050,3.0,2013-2014,I-3158,19570826-0012,60,240,300
1263,3.0,2013-2014,I-3159,19660630-0020,40,240,360
1147,4.0,2013-2014,I-3160,19610918-0027,50,240,280
1247,4.0,2013-2014,I-3161,19620831-0024,20,260,300
1233,1.0,2013-2014,I-3162,19560612-0010,40,260,420
1214,2.0,2013-2014,I-3163,19570828-0008,60,260,240
1127,1.0,2013-2014,I-3164,19570615-0011,50,280,360
1091,4.0,2013-2014,I-3165,19660630-0020,20,260,240
1205,3.0,2014-2015,I-3166,19560705-0025,40,260,300
1022,3.0,2014-2015,I-3167,19580515-0017,40,260,300
1037,4.0,2014-2015,I-3168,19650303-0019,40,280,240
1013,2.0,2014-2015,I-3169,19650303-0019,20,280,300
1243,3.0,2014-2015,I-3170,19680712-0028,60,280,280
1075,4.0,2014-2015,I-3171,19600529-0021,20,240,300
1069,2.0,2014-2015,I-3172,19610620-0006,50,240,280
1067,4.0,2014-2015,I-3173,19600814-0002,60,240,200
1162,3.0,2015-2016,I-3174,19640220-0029,50,260,360
1039,4.0,2015-2016,I-3175,19601021-0018,50,280,280
1163,3.0,2015-2016,I-3176,19610623-0005,50,260,280
1065,3.0,2015-2016,I-3177,19690513-0015,60,260,240
1035,2.0,2015-2016,I-3178,19600814-0002,50,260,240
1005,2.0,2015-2016,I-3179,19620831-0024,50,240,360
1137,3.0,2015-2016,I-3180,19610918-0027,50,240,420
1136,3.0,2015-2016,I-3181,19600905-0003,60,260,200
1119,4.0,2015-2016,I-3182,19611219-0014,20,240,280
1105,3.0,2015-2016,I-3183,19600814-0002,20,280,280
1104,2.0,2015-2016,I-3184,19620424-0026,50,240,420
1095,2.0,2015-2016,I-3185,19570615-0011,40,260,240
1187,1.0,2016-2017,I-3186,19640414-0013,40,240,240
1182,1.0,2016-2017,I-3187,19600814-0002,60,280,280
1051,3.0,2016-2017,I-3188,19570615-0011,40,240,360
1200,4.0,2016-2017,I-3189,19570826-0012,20,260,280
1176,3.0,2016-2017,I-3190,19690408-0009,60,280,300
1169,1.0,2016-2017,I-3191,19660630-0020,60,280,280
1097,2.0,2016-2017,I-3192,19690408-0009,50,240,240
1074,1.0,2016-2017,I-3193,19560612-0010,50,240,240
1030,3.0,2016-2017,I-3194,19610918-0027,60,280,240
1209,2.0,2017-2018,I-3195,19690917-0022,50,280,300
1253,3.0,2017-2018,I-3196,19561222-0030,50,240,240
1129,3.0,2017-2018,I-3197,19690917-0022,20,260,360
1120,1.0,2017-2018,I-3198,19610620-0006,20,280,280
1064,2.0,2017-2018,I-3199,19560612-0010,20,240,240
1256,1.0,2017-2018,I-3200,19561222-0030,20,240,420
1151,3.0,2017-2018,I-3201,19561222-0030,50,280,300
1113,2.0,2017-2018,I-3202,19610623-0005,60,260,420
1105,1.0,2017-2018,I-3203,19610623-0005,50,280,300
1102,3.0,2017-2018,I-3204,19570826-0012,20,260,360
1192,1.0,2018-2019,I-3205,19611219-0014,40,260,240
1115,3.0,2018-2019,I-3206,19580515-0017,20,260,300
1210,2.0,2018-2019,I-3207,19690513-0015,20,260,420
1188,1.0,2018-2019,I-3208,19690408-0009,40,280,280
1255,2.0,2018-2019,I-3209,19620522-0023,50,260,280
1221,2.0,2018-2019,I-3210,19600814-0002,20,260,240
1211,1.0,2018-2019,I-3211,19610623-0005,20,240,280
1122,3.0,2018-2019,I-3212,19620424-0026,60,240,280
1079,3.0,2018-2019,I-3213,19611219-0014,50,240,360
1044,2.0,2018-2019,I-3214,19590129-0004,40,280,280
1029,1.0,2019-2020,I-3215,19590129-0004,20,260,240
1091,4.0,2019-2020,I-3216,19570828-0008,40,260,300
1059,1.0,2019-2020,I-3217,19561222-0030,50,260,300
1264,3.0,2019-2020,I-3218,19620424-0026,60,240,300
1169,1.0,2019-2020,I-3219,19580515-0017,40,280,300
1119,3.0,2019-2020,I-3220,19560812-0016,20,240,200
1066,3.0,2019-2020,I-3221,19570615-0011,50,280,280
1186,2.0,2020-2021,I-3222,19620831-0024,40,260,360
1116,4.0,2020-2021,I-3223,19620424-0026,60,260,300
1282,2.0,2020-2021,I-3224,19560612-0010,60,240,280
1196,3.0,2020-2021,I-3225,19560812-0016,40,260,300
1167,3.0,2020-2021,I-3226,19690917-0022,60,280,200
1242,4.0,2020-2021,I-3227,19570828-0008,40,260,200
1240,3.0,2020-2021,I-3228,19580515-0017,60,280,420
1139,4.0,2020-2021,I-3229,19560612-0010,40,280,200
1094,1.0,2020-2021,I-3230,19560705-0025,50,240,420
1043,2.0,2020-2021,I-3231,19690513-0015,50,240,360
1140,2.0,2021-2022,I-3232,19620424-0026,50,240,240
1215,2.0,2021-2022,I-3233,19560612-0010,50,280,420
1118,3.0,2021-2022,I-3234,19560705-0025,20,260,360
1276,1.0,2021-2022,I-3235,19570828-0008,40,240,280
1206,1.0,2021-2022,I-3236,19660630-0020,60,260,200
1187,3.0,2021-2022,I-3237,19580515-0017,20,260,420
1071,4.0,2021-2022,I-3238,19660630-0020,60,280,360
1009,1.0,2021-2022,I-3239,19590129-0004,60,240,360
1091,2.0,2022-2023,I-3240,19620522-0023,20,240,240
1076,2.0,2022-2023,I-3241,19630126-0001,40,260,280
1106,4.0,2022-2023,I-3242,19560612-0010,40,240,280
1039,4.0,2022-2023,I-3243,19600814-0002,60,240,280
1184,4.0,2022-2023,I-3244,19570828-0008,40,280,300
1069,1.0,2022-2023,I-3245,19680712-0028,40,260,300
1047,2.0,2022-2023,I-3246,19620831-0024,20,240,240
1007,3.0,2022-2023,I-3247,19590129-0004,20,260,300
1240,2.0,2023-2024,I-3248,19600529-0021,60,240,360
1197,3.0,2023-2024,I-3249,19610623-0005,50,260,420
1200,2.0,2023-2024,I-3250,19611219-0014,50,280,240
1121,3.0,2023-2024,I-3251,19561222-0030,20,240,360
1030,1.0,2023-2024,I-3252,19610623-0005,60,260,240
1006,4.0,2023-2024,I-3253,19690408-0009,50,280,280
1265,4.0,2023-2024,I-3254,19570826-0012,40,240,200
1212,3.0,2023-2024,I-3255,19600905-0003,50,260,300
1177,3.0,2023-2024,I-3256,19620522-0023,40,240,200
1158,1.0,2023-2024,I-3257,19601021-0018,60,280,420
1093,4.0,2023-2024,I-3258,19560812-0016,40,240,280
1078,4.0,2023-2024,I-3259,19600529-0021,40,280,240
1030,3.0,2013-2014,I-3260,19601021-0018,50,260,200
1152,2.0,2013-2014,I-3261,19580218-0007,60,260,280
1011,4.0,2013-2014,I-3262,19601021-0018,50,280,280
1296,1.0,2013-2014,I-3263,19601021-0018,60,260,360
1206,1.0,2013-2014,I-3264,19680712-0028,20,280,280
1188,3.0,2013-2014,I-3265,19600905-0003,40,240,420
1016,1.0,2013-2014,I-3266,19580515-0017,60,240,300
1201,2.0,2014-2015,I-3267,19590129-0004,60,280,300
1157,1.0,2014-2015,I-3268,19620424-0026,20,280,200
1295,1.0,2014-2015,I-3269,19570826-0012,60,280,420
1072,1.0,2014-2015,I-3270,19560705-0025,40,240,420
1096,2.0,2014-2015,I-3271,19630126-0001,60,240,300
1079,4.0,2014-2015,I-3272,19690408-0009,40,260,420
1068,3.0,2014-2015,I-3273,19660630-0020,60,260,240
1051,2.0,2014-2015,I-3274,19570826-0012,60,260,280
1030,1.0,2014-2015,I-3275,19600529-0021,50,260,200
1014,2.0,2014-2015,I-3276,19570826-0012,20,280,420
1144,2.0,2015-2016,I-3277,19600905-0003,40,240,420
1050,4.0,2015-2016,I-3278,19600814-0002,60,240,300
1277,2.0,2015-2016,I-3279,19600814-0002,50,260,360
1225,2.0,2015-2016,I-3280,19690917-0022,40,240,280
1040,2.0,2015-2016,I-3281,19620831-0024,20,280,360
1020,3.0,2015-2016,I-3282,19660630-0020,60,240,420
1186,3.0,2015-2016,I-3283,19570826-0012,20,240,280
1176,1.0,2015-2016,I-3284,19560612-0010,20,280,280
1177,1.0,2015-2016,I-3285,19660630-0020,20,240,420
1105,3.0,2015-2016,I-3286,19620522-0023,40,280,300
1018,1.0,2015-2016,I-3287,19560705-0025,60,280,360
1062,1.0,2016-2017,I-3288,19600529-0021,50,240,300
1238,3.0,2016-2017,I-3289,19620831-0024,20,280,280
1120,3.0,2016-2017,I-3290,19601021-0018,40,260,360
1150,1.0,2016-2017,I-3291,19610918-0027,50,280,240
1107,1.0,2016-2017,I-3292,19640220-0029,20,260,280
1080,3.0,2016-2017,I-3293,19570828-0008,20,280,420
1057,1.0,2016-2017,I-3294,19611219-0014,60,260,420
1276,1.0,2017-2018,I-3295,19620522-0023,60,260,200
1262,2.0,2017-2018,I-3296,19561222-0030,20,260,200
1026,3.0,2017-2018,I-3297,19570826-0012,50,260,240
1019,1.0,2017-2018,I-3298,19560612-0010,50,260,200
1299,4.0,2017-2018,I-3299,19570826-0012,50,240,360
1246,3.0,2017-2018,I-3300,19570828-0008,40,240,420
1225,3.0,2017-2018,I-3301,19620831-0024,60,280,300
1151,1.0,2017-2018,I-3302,19690408-0009,50,280,420
1014,1.0,2017-2018,I-3303,19640414-0013,20,280,240
1171,4.0,2018-2019,I-3304,19620424-0026,50,280,360
1143,2.0,2018-2019,I-3305,19560705-0025,50,260,420
1139,1.0,2018-2019,I-3306,19570828-0008,20,240,200
1292,2.0,2018-2019,I-3307,19600529-0021,40,260,300
1264,2.0,2018-2019,I-3308,19640414-0013,40,240,280
1198,4.0,2018-2019,I-3309,19580515-0017,60,280,360
1138,2.0,2018-2019,I-3310,19601021-0018,40,260,280
1062,1.0,2018-2019,I-3311,19570828-0008,50,260,420
1020,3.0,2018-2019,I-3312,19611219-0014,40,280,200
1061,1.0,2019-2020,I-3313,19580218-0007,60,260,280
1268,1.0,2019-2020,I-3314,19600529-0021,40,280,280
1188,4.0,2019-2020,I-3315,19640220-0029,50,280,240
1177,3.0,2019-2020,I-3316,19560705-0025,50,260,200
1078,4.0,2019-2020,I-3317,19600905-0003,40,260,200
1271,1.0,2019-2020,I-3318,19640414-0013,50,240,200
1191,2.0,2019-2020,I-3319,19690917-0022,20,240,240
1111,2.0,2019-2020,I-3320,19600529-0021,40,240,240
1072,4.0,2019-2020,I-3321,19620424-0026,40,240,420
1027,4.0,2019-2020,I-3322,19561222-0030,20,240,280
1118,1.0,2020-2021,I-3323,19601021-0018,50,280,200
1117,2.0,2020-2021,I-3324,19620831-0024,50,260,360
1279,1.0,2020-2021,I-3325,19601021-0018,60,240,280
1223,3.0,2020-2021,I-3326,19611219-0014,20,260,360
1029,3.0,2020-2021,I-3327,19570828-0008,20,260,300
1220,1.0,2020-2021,I-3328,19610623-0005,60,240,360
1209,4.0,2020-2021,I-3329,19570615-0011,20,280,280
1192,4.0,2020-2021,I-3330,19660630-0020,50,260,300
1099,1.0,2020-2021,I-3331,19610620-0006,40,260,280
1035,1.0,2020-2021,I-3332,19690513-0015,50,240,420
1030,4.0,2020-2021,I-3333,19611219-0014,50,260,240
1279,4.0,2021-2022,I-3334,19620424-0026,60,260,280
1192,4.0,2021-2022,I-3335,19690917-0022,50,280,280
1157,3.0,2021-2022,I-3336,19560612-0010,40,280,360
1043,4.0,2021-2022,I-3337,19620424-0026,40,260,200
1024,3.0,2021-2022,I-3338,19650303-0019,60,260,280
1237,4.0,2021-2022,I-3339,19650303-0019,50,240,200
1197,3.0,2021-2022,I-3340,19660630-0020,20,240,280
1173,4.0,2021-2022,I-3341,19650303-0019,60,240,360
1115,2.0,2021-2022,I-3342,19600529-0021,60,240,420
1297,3.0,2022-2023,I-3343,19690917-0022,60,260,300
1264,3.0,2022-2023,I-3344,19600814-0002,50,280,420
1224,3.0,2022-2023,I-3345,19600529-0021,20,240,200
1115,4.0,2022-2023,I-3346,19620522-0023,60,240,280
1104,1.0,2022-2023,I-3347,19600529-0021,60,240,360
1031,4.0,2022-2023,I-3348,19580218-0007,60,260,300
1205,4.0,2022-2023,I-3349,19620522-0023,20,240,300
1190,1.0,2022-2023,I-3350,19630126-0001,40,280,280
1077,2.0,2022-2023,I-3351,19680712-0028,50,260,200
1075,3.0,2022-2023,I-3352,19620424-0026,50,240,200
1060,4.0,2022-2023,I-3353,19570615-0011,60,260,360
1270,4.0,2023-2024,I-3354,19610918-0027,20,260,420
1153,3.0,2023-2024,I-3355,19650303-0019,50,280,240
1139,1.0,2023-2024,I-3356,19660630-0020,20,280,280
1131,1.0,2023-2024,I-3357,19561222-0030,20,240,200
1116,4.0,2023-2024,I-3358,19600905-0003,40,280,280
1064,2.0,2023-2024,I-3359,19601021-0018,20,240,420
1223,1.0,2023-2024,I-3360,19680712-0028,50,280,240
1216,3.0,2023-2024,I-3361,19690917-0022,60,240,300
1093,4.0,2023-2024,I-3362,19690408-0009,40,240,200
1069,3.0,2023-2024,I-3363,19690513-0015,60,280,420
1296,2.0,2013-2014,I-3364,19690513-0015,40,260,240
1175,1.0,2013-2014,I-3365,19630126-0001,20,260,280
1162,3.0,2013-2014,I-3366,19620831-0024,50,280,200
1191,3.0,2013-2014,I-3367,19660630-0020,60,240,200
1180,1.0,2013-2014,I-3368,19580515-0017,20,240,200
1106,4.0,2013-2014,I-3369,19580218-0007,60,280,300
1100,3.0,2013-2014,I-3370,19611219-0014,50,240,200
1273,2.0,2014-2015,I-3371,19620831-0024,60,240,280
1189,4.0,2014-2015,I-3372,19560612-0010,50,240,300
1247,4.0,2014-2015,I-3373,19690408-0009,60,240,240
1132,2.0,2014-2015,I-3374,19610623-0005,40,280,240
1116,2.0,2014-2015,I-3375,19620831-0024,40,240,280
1099,3.0,2014-2015,I-3376,19601021-0018,60,260,240
1274,2.0,2014-2015,I-3377,19690513-0015,20,240,280
1237,4.0,2014-2015,I-3378,19610620-0006,40,280,300
1179,4.0,2014-2015,I-3379,19561222-0030,60,280,300
1042,3.0,2014-2015,I-3380,19570826-0012,40,280,420
1081,3.0,2015-2016,I-3381,19620831-0024,20,260,420
1032,3.0,2015-2016,I-3382,19690917-0022,40,280,240
1278,1.0,2015-2016,I-3383,19620831-0024,50,280,240
1196,2.0,2015-2016,I-3384,19580515-0017,50,280,300
1142,4.0,2015-2016,I-3385,19610623-0005,60,240,360
1226,2.0,2015-2016,I-3386,19570615-0011,40,280,280
1224,2.0,2015-2016,I-3387,19620424-0026,40,260,200
1146,1.0,2015-2016,I-3388,19560812-0016,50,280,420
1050,4.0,2015-2016,I-3389,19611219-0014,50,240,300
1016,4.0,2015-2016,I-3390,19610918-0027,60,260,200
1293,3.0,2016-2017,I-3391,19610623-0005,40,240,420
1022,4.0,2016-2017,I-3392,19600814-0002,50,280,240
1211,3.0,2016-2017,I-3393,19690513-0015,60,280,420
1172,2.0,2016-2017,I-3394,19570826-0012,20,240,300
1288,3.0,2016-2017,I-3395,19690917-0022,50,240,300
1240,4.0,2016-2017,I-3396,19601021-0018,50,240,200
1155,3.0,2016-2017,I-3397,19610623-0005,40,240,360
1052,2.0,2016-2017,I-3398,19610918-0027,60,280,420
1015,1.0,2016-2017,I-3399,19640220-0029,50,260,200
1283,3.0,2017-2018,I-3400,19560812-0016,60,240,420
1210,2.0,2017-2018,I-3401,19680712-0028,40,260,200
1268,4.0,2017-2018,I-3402,19600905-0003,50,280,240
1247,2.0,2017-2018,I-3403,19570828-0008,40,260,420
1233,3.0,2017-2018,I-3404,19600814-0002,40,280,300
1128,2.0,2017-2018,I-3405,19570828-0008,60,240,240
1289,3.0,2017-2018,I-3406,19650303-0019,60,280,200
1174,4.0,2017-2018,I-3407,19690917-0022,60,280,360
1151,4.0,2017-2018,I-3408,19610620-0006,60,240,200
1086,1.0,2017-2018,I-3409,19611219-0014,40,240,360
1056,2.0,2017-2018,I-3410,19580515-0017,50,240,240
1052,1.0,2017-2018,I-3411,19601021-0018,20,240,360
1216,3.0,2018-2019,I-3412,19560812-0016,60,240,200
1124,3.0,2018-2019,I-3413,19640220-0029,20,240,240
1299,4.0,2018-2019,I-3414,19600529-0021,50,280,240
1213,1.0,2018-2019,I-3415,19610620-0006,20,240,420
1187,4.0,2018-2019,I-3416,19560705-0025,60,240,240
1019,3.0,2018-2019,I-3417,19560705-0025,60,240,360
1279,1.0,2018-2019,I-3418,19580515-0017,40,260,200
1218,2.0,2018-2019,I-3419,19570615-0011,40,280,280
1135,2.0,2018-2019,I-3420,19560612-0010,60,260,200
1097,2.0,2018-2019,I-3421,19560812-0016,40,240,240
1175,3.0,2019-2020,I-3422,19660630-0020,50,280,240
1020,4.0,2019-2020,I-3423,19680712-0028,40,280,240
1276,2.0,2019-2020,I-3424,19560812-0016,20,240,280
1258,1.0,2019-2020,I-3425,19561222-0030,50,280,300
1107,2.0,2019-2020,I-3426,19660630-0020,20,280,280
1292,1.0,2019-2020,I-3427,19620831-0024,40,280,280
1271,1.0,2019-2020,I-3428,19561222-0030,20,260,200
1201,2.0,2019-2020,I-3429,19610620-0006,50,240,200
1078,4.0,2019-2020,I-3430,19620522-0023,20,280,420
1242,1.0,2020-2021,I-3431,19570828-0008,60,260,420
1229,1.0,2020-2021,I-3432,19570826-0012,40,260,200
1194,1.0,2020-2021,I-3433,19580515-0017,60,260,280
1112,1.0,2020-2021,I-3434,19620831-0024,60,260,300
1269,1.0,2020-2021,I-3435,19601021-0018,40,280,360
1177,3.0,2020-2021,I-3436,19630126-0001,50,280,200
1113,4.0,2020-2021,I-3437,19690513-0015,40,240,300
1099,2.0,2020-2021,I-3438,19650303-0019,20,260,200
1019,4.0,2020-2021,I-3439,19690513-0015,50,240,280
1243,4.0,2021-2022,I-3440,19590129-0004,20,260,300
1280,3.0,2021-2022,I-3441,19640414-0013,20,260,420
1271,1.0,2021-2022,I-3442,19611219-0014,60,260,360
1114,4.0,2021-2022,I-3443,19611219-0014,60,280,240
1090,3.0,2021-2022,I-3444,19620424-0026,40,240,200
1295,2.0,2021-2022,I-3445,19640414-0013,50,240,200
1248,4.0,2021-2022,I-3446,19620831-0024,50,280,360
1038,1.0,2021-2022,I-3447,19580515-0017,60,280,420
1010,1.0,2021-2022,I-3448,19561222-0030,60,280,300
1154,1.0,2022-2023,I-3449,19610620-0006,50,240,420
1067,2.0,2022-2023,I-3450,19660630-0020,20,280,280
1151,3.0,2022-2023,I-3451,19640220-0029,20,280,200
1116,4.0,2022-2023,I-3452,19560812-0016,50,260,280
1206,3.0,2022-2023,I-3453,19660630-0020,50,260,240
1134,1.0,2022-2023,I-3454,19620522-0023,20,260,240
1044,2.0,2022-2023,I-3455,19580218-0007,60,240,300
1025,2.0,2022-2023,I-3456,19610918-0027,50,260,200
1135,3.0,2023-2024,I-3457,19611219-0014,40,240,200
1127,2.0,2023-2024,I-3458,19600814-0002,20,240,360
1217,1.0,2023-2024,I-3459,19690917-0022,20,240,200
1057,2.0,2023-2024,I-3460,19580515-0017,60,260,300
1256,1.0,2023-2024,I-3461,19590129-0004,40,260,420
1195,4.0,2023-2024,I-3462,19560612-0010,50,260,300
1173,2.0,2023-2024,I-3463,19600905-0003,20,280,280
1102,3.0,2023-2024,I-3464,19650303-0019,60,260,280
1077,4.0,2023-2024,I-3465,19640220-0029,40,240,420
1032,1.0,2023-2024,I-3466,19620831-0024,40,240,240
1240,4.0,2013-2014,I-3467,19620522-0023,60,240,420
1222,4.0,2013-2014,I-3468,19590129-0004,60,240,280
1223,3.0,2013-2014,I-3469,19601021-0018,50,240,200
1205,4.0,2013-2014,I-3470,19610623-0005,60,260,420
1149,3.0,2013-2014,I-3471,19620522-0023,50,260,360
1241,1.0,2013-2014,I-3472,19660630-0020,60,260,240
1207,1.0,2013-2014,I-3473,19601021-0018,60,280,280
1132,1.0,2013-2014,I-3474,19570615-0011,60,280,240
1097,4.0,2013-2014,I-3475,19620424-0026,50,240,200
1037,2.0,2013-2014,I-3476,19640414-0013,50,260,280
1013,1.0,2014-2015,I-3477,19600814-0002,60,280,420
1204,1.0,2014-2015,I-3478,19630126-0001,50,240,420
1105,1.0,2014-2015,I-3479,19570826-0012,40,280,200
1222,3.0,2014-2015,I-3480,19640414-0013,40,260,240
1188,3.0,2014-2015,I-3481,19600814-0002,50,260,200
1181,4.0,2014-2015,I-3482,19561222-0030,20,260,280
1095,4.0,2014-2015,I-3483,19611219-0014,20,280,360
1082,3.0,2014-2015,I-3484,19690917-0022,20,240,200
1079,2.0,2015-2016,I-3485,19690408-0009,20,280,300
1223,2.0,2015-2016,I-3486,19610623-0005,20,240,200
1139,3.0,2015-2016,I-3487,19620424-0026,60,260,280
1160,2.0,2015-2016,I-3488,19600905-0003,40,260,300
1078,3.0,2015-2016,I-3489,19690513-0015,20,260,240
1076,3.0,2015-2016,I-3490,19580515-0017,20,280,360
1044,4.0,2015-2016,I-3491,19610918-0027,60,260,420
